"Data Source","World Development Indicators",

"Last Updated Date","2020-04-09",

"Country Name","Country Code","Indicator Name","Indicator Code","1960","1961","1962","1963","1964","1965","1966","1967","1968","1969","1970","1971","1972","1973","1974","1975","1976","1977","1978","1979","1980","1981","1982","1983","1984","1985","1986","1987","1988","1989","1990","1991","1992","1993","1994","1995","1996","1997","1998","1999","2000","2001","2002","2003","2004","2005","2006","2007","2008","2009","2010","2011","2012","2013","2014","2015","2016","2017","2018","2019",
"Bahrain","BHR","CO2 intensity (kg per kg of oil equivalent energy use)","EN.ATM.CO2E.EG.ZS","","","","","","","","","","","","2.15777231384251","2.69050484765707","2.71394423798764","2.38167035473293","2.69799757657152","2.41763535498797","3.0087790035398","3.06086009995957","2.69188120437219","2.81176671052486","2.74728204916688","2.81024501265652","2.44103774424474","2.55980451954721","2.44969588644697","2.47563616334881","2.67308180724971","2.491693085622","2.38075831729336","2.37406083192","2.30500253741351","1.92306380195425","2.45073099324667","2.32869059945985","2.30421611293225","2.42990811209102","2.38985830499737","2.41720743423024","2.38859575054712","2.33977503654677","1.70095037428254","1.84907242058292","1.82841881962185","1.93668945023997","1.85020803556515","1.69309434055572","2.30687611499069","2.35963792687167","2.30296202633095","2.31052351728393","2.26127878091313","2.12422521897262","2.28519123712995","2.21349453932981","","","","","",
"Bahamas, The","BHS","CO2 intensity (kg per kg of oil equivalent energy use)","EN.ATM.CO2E.EG.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","3.02307697315366","","","","","","","","","","","","","","2.59561746987952","2.50262212643678","2.35809915014164","2.38432581100141","","","","","","","","","","","","",
"Bosnia and Herzegovina","BIH","CO2 intensity (kg per kg of oil equivalent energy use)","EN.ATM.CO2E.EG.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","3.3835492411701","3.400407828384","2.25121074908262","2.29465435407057","2.43943899722215","3.11526586468141","3.16351871466449","3.13158240176471","3.17238618296777","3.18146360371094","3.24568878943409","3.29354111346442","3.24597757029401","3.21518788677012","3.31410959718267","3.32817718264749","3.38064304882398","3.32995285863864","3.2826509139255","3.34289611215481","3.33013167062311","3.39654670186136","2.84164088278028","","","","","",
"Belarus","BLR","CO2 intensity (kg per kg of oil equivalent energy use)","EN.ATM.CO2E.EG.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2.36331537485417","2.43691889037192","2.43190322993772","2.45571444284313","2.3674026029421","2.34941309000575","2.33973808682627","2.32059716701744","2.18880811032778","2.13796411427076","2.08302077479962","2.06686527248763","2.17133355786411","2.21121928617365","2.17929947900849","2.16947077730238","2.25884388737588","2.3080169484241","2.29055165749546","2.18310748057038","2.07295477158077","2.33789174060743","2.28851338252452","","","","","",
"Belize","BLZ","CO2 intensity (kg per kg of oil equivalent energy use)","EN.ATM.CO2E.EG.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2.93448379747312","","","","","","","","","","","","","","2.53141290322581","2.61928571428571","2.57969186046512","2.67814606741573","","","","","","","","","","","","",
"Bermuda","BMU","CO2 intensity (kg per kg of oil equivalent energy use)","EN.ATM.CO2E.EG.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Bolivia","BOL","CO2 intensity (kg per kg of oil equivalent energy use)","EN.ATM.CO2E.EG.ZS","","","","","","","","","","","","3.00003625190567","3.16582741752061","2.89795424090027","2.7518267766567","2.74156096058697","2.82397113435878","2.58364208528357","2.67395879595033","2.28853718092082","1.90963253380961","1.86777954228817","1.61191652252037","1.67630421413484","1.58323966269952","1.6370308348892","1.58551605325506","1.82596850298088","1.86827536208005","2.03294918129743","2.20532055768215","2.23194180980427","2.33492395435261","2.56905126456712","2.57439657724321","2.61645523351507","2.42818460860324","2.47895612388247","2.46312683109627","2.38183354102542","2.25621789829961","2.25890126290807","2.27217182395864","2.3319782810422","2.33375663428708","2.34589437138563","2.31597850682648","2.3282201222549","2.34989244494527","2.38404221254226","2.37839254239441","2.39173205397447","2.42146969570465","2.42441263136203","2.44980835931012","","","","","",
"Brazil","BRA","CO2 intensity (kg per kg of oil equivalent energy use)","EN.ATM.CO2E.EG.ZS","","","","","","","","","","","","1.47079922442729","1.52900619041542","1.61581564198544","1.64437469554843","1.6595433766233","1.62273334089088","1.64920693307911","1.68271210801365","1.68452541502679","1.64328907967134","1.57300797271629","1.55046681233186","1.46402137178327","1.39346047463745","1.40119027663574","1.46881147768444","1.47534098184307","1.46856186268603","1.47160097178649","1.48984763215763","1.53530296348216","1.52898711472802","1.5594665914283","1.5546319196899","1.60369915512631","1.67851991408597","1.68585309496024","1.71067658682784","1.71499190281202","1.7497921592468","1.76933850652225","1.69732865680751","1.61637947298748","1.60837560111856","1.61290072763689","1.56032781686989","1.54256800506128","1.55938460008043","1.52689462059845","1.57875051951567","1.62721716806488","1.66831202817296","1.71476873793381","1.74714913133548","","","","","",
"Barbados","BRB","CO2 intensity (kg per kg of oil equivalent energy use)","EN.ATM.CO2E.EG.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","3.33686327504054","","","","","","","","","","","","","","3.45186933333333","3.46954615384615","3.4458743718593","3.40180548628429","","","","","","","","","","","","",
"Brunei Darussalam","BRN","CO2 intensity (kg per kg of oil equivalent energy use)","EN.ATM.CO2E.EG.ZS","","","","","","","","","","","","42.4088480697736","53.9230896375626","28.9783799633618","13.7828356650658","9.56422204843313","6.17183865009747","6.05965233441541","9.67324490259372","7.2507433131056","5.09967429461371","1.13154190954387","1.49868659135026","1.83391374883358","1.12789893469994","1.45672554946273","1.46891129642798","2.06660763203239","4.28257560434786","4.09510264567195","3.58654585589801","2.71918825065127","2.48347311720413","2.45829158905323","2.50280873862974","2.13132681057675","2.15291625256859","2.16619636796992","2.26522277036194","1.64806626293697","1.97613048572744","2.04133127573042","2.02949217247169","1.83281562196225","2.17620901202154","2.25683413664215","1.54288738675706","2.60773150770505","2.57428126243765","2.58381507069462","2.53155353738226","2.5034432987295","2.52378483182709","2.56507913132717","2.56300586134408","","","","","",
"Bhutan","BTN","CO2 intensity (kg per kg of oil equivalent energy use)","EN.ATM.CO2E.EG.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2.29290074552637","","","","","","","","","","","","","","1.71126666666667","1.94135294117647","1.85956872037915","1.60806967213115","","","","","","","","","","","","",
"Botswana","BWA","CO2 intensity (kg per kg of oil equivalent energy use)","EN.ATM.CO2E.EG.ZS","","","","","","","","","","","","","","","","","","","","","","1.33611175150315","1.39073249542996","1.29040648492415","1.28249352982539","1.3462039801573","1.13183333969733","1.3219643358053","1.17982635018172","1.21289761191144","2.21833253576931","2.12486682172567","1.9438874167693","2.22955547281477","2.14588143555546","2.10545163601591","1.95289540235502","1.89098827104371","1.9996842890764","1.83025140991048","2.10585249752272","2.1198165561893","2.15640763401889","2.08163418441668","2.15530080604941","2.19461894844677","2.14443777392754","2.12279203879872","2.13631125654215","1.91200397611889","2.17583978806294","2.01844561758918","1.80319645540903","2.10690998553125","2.58907914808903","","","","","",
"Central African Republic","CAF","CO2 intensity (kg per kg of oil equivalent energy use)","EN.ATM.CO2E.EG.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Canada","CAN","CO2 intensity (kg per kg of oil equivalent energy use)","EN.ATM.CO2E.EG.ZS","2.53346104974003","2.4671169620169","2.50038799758729","2.37149928836213","2.50945250679393","2.48625718185854","2.45320324178724","2.48508720453755","2.49213904118397","2.40000141001602","2.47269734976357","2.49452575713726","2.49933780859597","2.39492399848741","2.41156638024594","2.39319688356323","2.33470355498373","2.3148724205973","2.29518842583445","2.32327927373707","2.30936195034643","2.2931004138496","2.30223208058481","2.2767289559259","2.25550793225821","2.18703531740573","2.06319409125371","2.12615959643164","2.15873770072313","2.13280894024028","2.05967906364086","2.02489500385467","2.04469765873202","1.99905002905589","1.97971415983381","1.99990980606354","2.01044517920261","2.05576379918743","2.11332827489479","2.09100877674768","2.1070139808487","2.11242427062047","2.07163398584768","2.09544686201325","2.04460764724084","2.05266283930496","2.02626942702295","2.0521759541191","2.0591532286397","2.0470897007454","2.01877412894801","1.97702381413537","1.92750845659628","1.90361613858296","1.91937254337573","","","","","",
"Central Europe and the Baltics","CEB","CO2 intensity (kg per kg of oil equivalent energy use)","EN.ATM.CO2E.EG.ZS","3.68741551744551","3.65501195106131","3.61867098006356","3.79463599452528","3.84356818169099","3.84983045386503","3.80815323402023","3.72402087689295","3.77137383614184","3.71206576748294","3.70079278437889","3.44322292157097","3.47581231180397","3.41379298856241","3.41148242123338","3.41426728678909","3.40872772810499","3.37485618284553","3.28934720203395","3.2703704907802","3.32101301212926","3.26047804810501","3.2305967929104","3.26580999257046","3.3063230603656","3.26308013282972","3.23196074916173","3.23354367584333","3.12357198205085","3.15925599005964","","","3.00894590505049","3.00449160788735","2.939486558132","2.89195232575076","2.84632149526723","2.83528848931353","2.80603779316615","2.79616926816559","2.77884438584857","2.78028130935448","2.72309823834433","2.72515829372534","2.68761417075958","2.66964197008474","2.69506823471514","2.69946734164763","2.64449541650818","2.57799864071728","2.59129988684124","2.60234042397558","2.53472150861199","2.52610348156095","2.4888776510583","","","","","",
"Switzerland","CHE","CO2 intensity (kg per kg of oil equivalent energy use)","EN.ATM.CO2E.EG.ZS","2.61992157321643","2.57900793200538","2.76215279445432","2.73391616842288","2.67406152741361","2.66810587559549","2.70892425461951","2.66293932664835","2.7329885693709","2.65942929910481","2.55003549146006","2.559240915544","2.51629265030773","2.44654656698534","2.35001872090208","2.27541653785413","2.27699346070701","2.27291736995045","2.24398696262569","2.08431202178584","2.02327616669062","1.97704368893634","1.9204888792814","1.96719615610999","1.87729259889406","1.80381976588511","1.83461255397163","1.79256726459346","1.79655198754458","1.77826731140024","1.74906903583637","1.72668735171537","1.72259797618168","1.68250206352452","1.69084934695945","1.62825399466202","1.62388929009591","1.65900835344692","1.64858580039706","1.60571607266873","1.56165550376238","1.61703657466973","1.57200932319535","1.54550134076557","1.5472164632335","1.59346400572872","1.54516192653986","1.47488703383743","1.50953138366205","1.54457235280504","1.4886490678363","1.45758498606942","1.47481068025018","1.50504301965274","1.40903663955115","","","","","",
"Channel Islands","CHI","CO2 intensity (kg per kg of oil equivalent energy use)","EN.ATM.CO2E.EG.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Chile","CHL","CO2 intensity (kg per kg of oil equivalent energy use)","EN.ATM.CO2E.EG.ZS","","","","","","","","","","","","3.11300873040702","3.18971701679348","3.25309011743564","3.07551334538022","3.01537094063501","2.98245361568439","2.75913839226763","2.64553482361803","2.71023564915689","2.66560579643234","2.55001551554608","2.33486515437091","2.28268906436366","2.31131900934449","2.24397621039309","2.22197632016082","2.19393074443171","2.3018686774393","2.46994180789651","2.37803203644993","2.18662541305272","2.0963929013417","2.18111493252161","2.23229586443663","2.27596074335501","2.38726638136139","2.47899867866841","2.44702428274195","2.45737551187895","2.33691932395241","2.15974949258814","2.15752697628334","2.15236242151374","2.17275801692894","2.17947044098517","2.19534383732875","2.33942503223063","2.36906229659499","2.26285645573222","2.34218675369054","2.35777619482968","2.17632072931357","2.15085525241415","2.28687230812121","","","","","",
"China","CHN","CO2 intensity (kg per kg of oil equivalent energy use)","EN.ATM.CO2E.EG.ZS","","","","","","","","","","","","2.2416979321586","2.26476844926571","2.27032508510554","2.25717682500227","2.36995589513117","2.39267236549856","2.40612682554029","2.47782381204809","2.49202954912523","2.45342194100935","2.44568343386552","2.58184096769319","2.61943694292607","2.6885507374131","2.84458699558173","2.88946185581421","2.93540474248334","2.98595213183608","2.97338768690684","2.80519427381532","3.02562826745492","3.06853006057907","3.09949451948805","3.14397275742376","3.1791020847728","3.22610732627155","3.23550034977248","3.07898945001723","3.01488363679197","2.99988931301491","2.95229011334684","3.0534631201665","3.15090663423772","3.18420146434656","3.24546618427198","3.28695929036001","3.27260749678167","3.40839319880989","3.37943609929938","3.35624101043007","3.47067379417482","3.44509661560776","3.41374554738095","3.3727396481439","","","","","",
"Cote d'Ivoire","CIV","CO2 intensity (kg per kg of oil equivalent energy use)","EN.ATM.CO2E.EG.ZS","","","","","","","","","","","","1.10237645218581","1.15707762732359","1.19231869732598","1.26751436814854","1.3478520560533","1.24229276040335","1.24660876600024","1.38502412792803","1.54112844790107","1.7411970609303","1.25490311769843","1.72487433071435","1.40080347877021","1.53545330483524","1.98167589750858","1.45418018284591","1.83171200427268","2.14585254746266","1.92890178931553","1.15872365261427","1.02053007407865","0.840947910617647","1.05897599634918","0.90587034126133","1.28423911335214","1.35425518647328","1.28128962402105","1.1731442556232","0.892081010807344","1.00019867642326","1.18319867676743","1.04392316866091","0.827502293749695","0.824176450497558","0.813581719010454","0.739715104474204","0.665651450572751","0.662276195475294","0.603416370638089","0.685566509190939","0.622220816556899","0.735863502643604","0.789792484344417","0.796043209022348","","","","","",
"Cameroon","CMR","CO2 intensity (kg per kg of oil equivalent energy use)","EN.ATM.CO2E.EG.ZS","","","","","","","","","","","","0.300686965829804","0.312802981437163","0.319073296489933","0.337171274927349","0.382933101947247","0.354727817135497","0.474973199871626","0.587953798432403","0.517839207854442","1.0683615367907","1.392315243567","1.58055146681443","1.58551511323649","1.41167396092119","1.45274375812916","0.440968498081696","0.400262617271241","0.462746021797563","1.54860659373827","0.348231928285333","0.219472907269825","0.74510573369786","0.741081311277189","0.70140617592909","0.763530240976845","0.786484955634931","0.551070359867584","0.534407792306427","0.509082831816636","0.543977502425646","0.535907470773298","0.522945595139802","0.558059611228815","0.56420677950537","0.523965336946702","0.574346749256399","0.920261570076641","0.866979526507084","0.972701835604131","0.973227737268186","0.859093647489863","0.884942001635701","0.930810684077479","0.921212212085425","","","","","",
