"INDICATOR_CODE","INDICATOR_NAME","SOURCE_NOTE","SOURCE_ORGANIZATION",
"EN.ATM.CO2E.EG.ZS","CO2 intensity (kg per kg of oil equivalent energy use)","Carbon dioxide emissions from solid fuel consumption refer mainly to emissions from use of coal as an energy source.","Carbon Dioxide Information Analysis Center, Environmental Sciences Division, Oak Ridge National Laboratory, Tennessee, United States.",
